Date,Amount,Normalized Amount,Type,Fund,Campaign,Appeal,Primary ZIP Code,Account Number,Total Donation,Num Months,Average Monthly Donation
7/24/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Individual Online,Unknown,15456,4151322.47,21,197682.0224
7/24/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Online,Unknown,516,4151322.47,21,197682.0224
7/19/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15420,4151322.47,21,197682.0224
7/19/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15420,4151322.47,21,197682.0224
7/17/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-8228,445,4151322.47,21,197682.0224
7/17/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1441,508,4151322.47,21,197682.0224
7/11/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,54568-9693,15433,4151322.47,21,197682.0224
7/10/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15420,4151322.47,21,197682.0224
7/10/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15420,4151322.47,21,197682.0224
7/10/2023,20,9.15E-07,Donation,Unrestricted,2023 Full Summer for All,Individual Mailing,Unknown,338,70078.75,4,17519.6875
7/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527-9200,13940,4151322.47,21,197682.0224
7/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-1706,10,4151322.47,21,197682.0224
7/5/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590-4149,5,4151322.47,21,197682.0224
7/3/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,307,4151322.47,21,197682.0224
7/1/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-8909,13,4151322.47,21,197682.0224
7/1/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53598-9144,415,4151322.47,21,197682.0224
6/27/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783-0001,14992,4151322.47,21,197682.0224
6/27/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53590-8841,1451,4151322.47,21,197682.0224
6/27/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53783-0001,14992,4151322.47,21,197682.0224
6/27/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53590-8841,1451,4151322.47,21,197682.0224
6/27/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15256,4151322.47,21,197682.0224
6/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-8228,445,4151322.47,21,197682.0224
6/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1441,508,4151322.47,21,197682.0224
6/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527-9200,13940,4151322.47,21,197682.0224
6/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-1706,10,4151322.47,21,197682.0224
6/5/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590-4149,5,4151322.47,21,197682.0224
6/1/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-8909,13,4151322.47,21,197682.0224
5/31/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Online,Unknown,307,4151322.47,21,197682.0224
5/30/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,15256,4151322.47,21,197682.0224
5/24/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53598-9144,415,4151322.47,21,197682.0224
5/19/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Individual Online,Unknown,338,4151322.47,21,197682.0224
5/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-8228,445,4151322.47,21,197682.0224
5/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1441,508,4151322.47,21,197682.0224
5/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527-9200,13940,4151322.47,21,197682.0224
5/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-1706,10,4151322.47,21,197682.0224
5/5/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590-4149,5,4151322.47,21,197682.0224
5/3/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,53704-2221,11946,4151322.47,21,197682.0224
5/1/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-8909,13,4151322.47,21,197682.0224
4/29/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,307,4151322.47,21,197682.0224
4/25/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53783-0001,14992,4151322.47,21,197682.0224
4/25/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53590-8841,1451,4151322.47,21,197682.0224
4/25/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53590-8841,1451,4151322.47,21,197682.0224
4/25/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783-0001,14992,4151322.47,21,197682.0224
4/24/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53598-9144,415,4151322.47,21,197682.0224
4/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53714-2100,4954,4151322.47,21,197682.0224
4/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53714-2160,15093,4151322.47,21,197682.0224
4/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53714-2160,15092,4151322.47,21,197682.0224
4/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53714-1955,15069,4151322.47,21,197682.0224
4/14/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-8228,445,4151322.47,21,197682.0224
4/14/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1441,508,4151322.47,21,197682.0224
4/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527-9200,13940,4151322.47,21,197682.0224
4/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-1706,10,4151322.47,21,197682.0224
4/5/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590-4149,5,4151322.47,21,197682.0224
4/3/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5543,1895,4151322.47,21,197682.0224
4/1/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-8909,13,4151322.47,21,197682.0224
3/29/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,307,4151322.47,21,197682.0224
3/28/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783-0001,14992,4151322.47,21,197682.0224
3/28/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53590-8841,1451,4151322.47,21,197682.0224
3/28/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53783-0001,14992,4151322.47,21,197682.0224
3/28/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53590-8841,1451,4151322.47,21,197682.0224
3/24/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53598-9144,415,4151322.47,21,197682.0224
3/24/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Business Multi Channel,Unknown,338,4151322.47,21,197682.0224
3/24/2023,20,9.15E-07,Donation,Programs/Operations,Match Madness 2023,Individual Multi Channel,53562-1974,5388,50093.11,1,50093.11
3/16/2023,20,9.15E-07,Donation,Programs/Operations,Match Madness 2023,Individual Multi Channel,53559-9689,15033,50093.11,1,50093.11
3/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-8228,445,4151322.47,21,197682.0224
3/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1441,508,4151322.47,21,197682.0224
3/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527-9200,13940,4151322.47,21,197682.0224
3/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-1706,10,4151322.47,21,197682.0224
3/8/2023,20,9.15E-07,Donation,Programs/Operations,Match Madness 2023,Individual Multi Channel,53704-5175,15018,50093.11,1,50093.11
3/8/2023,20,9.15E-07,Donation,Programs/Operations,Match Madness 2023,Individual Multi Channel,53534-2100,15016,50093.11,1,50093.11
3/5/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590-4149,5,4151322.47,21,197682.0224
3/1/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-8909,13,4151322.47,21,197682.0224
2/28/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783-0001,14992,4151322.47,21,197682.0224
2/28/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,3342,4151322.47,21,197682.0224
2/28/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,3342,4151322.47,21,197682.0224
2/28/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Online,Unknown,307,4151322.47,21,197682.0224
2/27/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Individual Online,Unknown,8388,4151322.47,21,197682.0224
2/25/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53598-9144,415,4151322.47,21,197682.0224
2/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-8228,445,4151322.47,21,197682.0224
2/15/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1441,508,4151322.47,21,197682.0224
2/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527-9200,13940,4151322.47,21,197682.0224
2/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-1706,10,4151322.47,21,197682.0224
2/9/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53783-0001,1881,4151322.47,21,197682.0224
2/9/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53783-0001,1881,4151322.47,21,197682.0224
2/5/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590-4149,5,4151322.47,21,197682.0224
2/3/2023,20,9.15E-07,Soft Credit,Unrestricted,Support The River,Foundation Multi Channel,Unknown,338,4151322.47,21,197682.0224
2/1/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5543,1895,4151322.47,21,197682.0224
2/1/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-8909,13,4151322.47,21,197682.0224
1/30/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53598-9144,415,4151322.47,21,197682.0224
1/29/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Online,Unknown,307,4151322.47,21,197682.0224
1/27/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,322,4151322.47,21,197682.0224
1/20/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53719-1033,3715,4151322.47,21,197682.0224
1/17/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53593-8228,445,4151322.47,21,197682.0224
1/17/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-1441,508,4151322.47,21,197682.0224
1/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53527-9200,13940,4151322.47,21,197682.0224
1/10/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53597-1706,10,4151322.47,21,197682.0224
1/8/2023,20,9.15E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-5543,1895,4151322.47,21,197682.0224
1/5/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53590-4149,5,4151322.47,21,197682.0224
1/1/2023,20,9.15E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53558-8909,13,4151322.47,21,197682.0224
9/6/2023,19.61,8.97E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,376,4151322.47,21,197682.0224
1/31/2024,19,8.69E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,53705-4827,1884,4151322.47,21,197682.0224
1/31/2024,19,8.69E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-4827,1884,4151322.47,21,197682.0224
2/28/2023,19,8.69E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,53705-4827,1884,4151322.47,21,197682.0224
2/28/2023,19,8.69E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53705-4827,1884,4151322.47,21,197682.0224
7/25/2024,18.94,8.66E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,20218,4151322.47,21,197682.0224
7/25/2024,18.94,8.66E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,309,4151322.47,21,197682.0224
6/26/2023,18.86,8.62E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,376,4151322.47,21,197682.0224
1/31/2024,18.75,8.57E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,3335,4151322.47,21,197682.0224
6/8/2023,18.51,8.46E-07,Donation,Unrestricted,Support The River,Foundation Multi Channel,83702,15296,4151322.47,21,197682.0224
9/3/2024,18,8.23E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,20334,4151322.47,21,197682.0224
12/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
11/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
10/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
9/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
8/18/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
7/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
6/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,53704-3717,677,4151322.47,21,197682.0224
5/19/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
4/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
3/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
2/17/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
1/20/2023,18,8.23E-07,Donation,Unrestricted,Support The River,Faith Comm Multi Channel,53704-3717,677,4151322.47,21,197682.0224
11/9/2023,17.8,8.14E-07,Donation,Unrestricted,In-Kind,Individual Multi Channel,Unknown,18826,1331842.88,20,66592.144
4/11/2024,17.06,7.80E-07,Donation,Unrestricted,Support The River,Business Multi Channel,Unknown,14420,4151322.47,21,197682.0224
9/3/2024,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
8/1/2024,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15106,4151322.47,21,197682.0224
8/1/2024,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
7/1/2024,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15106,4151322.47,21,197682.0224
7/1/2024,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
4/30/2024,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
4/30/2024,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15106,4151322.47,21,197682.0224
1/31/2024,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
1/31/2024,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
11/24/2023,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
11/24/2023,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15106,4151322.47,21,197682.0224
10/25/2023,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
9/29/2023,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15106,4151322.47,21,197682.0224
9/29/2023,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
8/24/2023,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15106,4151322.47,21,197682.0224
8/24/2023,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
7/26/2023,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
7/26/2023,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
6/27/2023,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15106,4151322.47,21,197682.0224
6/27/2023,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
4/25/2023,16.48,7.54E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,15106,4151322.47,21,197682.0224
4/25/2023,16.48,7.54E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,15106,4151322.47,21,197682.0224
9/3/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
9/3/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18985,4151322.47,21,197682.0224
8/1/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
8/1/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,18985,4151322.47,21,197682.0224
8/1/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
8/1/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18985,4151322.47,21,197682.0224
7/1/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
7/1/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,18985,4151322.47,21,197682.0224
7/1/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
7/1/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18985,4151322.47,21,197682.0224
4/30/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
4/30/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18985,4151322.47,21,197682.0224
4/30/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
4/30/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,18985,4151322.47,21,197682.0224
3/15/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1882,4151322.47,21,197682.0224
3/15/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1882,4151322.47,21,197682.0224
1/31/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,18985,4151322.47,21,197682.0224
1/31/2024,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
1/31/2024,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18985,4151322.47,21,197682.0224
11/24/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
11/24/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,18985,4151322.47,21,197682.0224
11/24/2023,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,18985,4151322.47,21,197682.0224
11/24/2023,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
10/25/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
9/29/2023,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
9/29/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
8/24/2023,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
8/24/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
7/26/2023,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
7/26/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
6/27/2023,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
6/27/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
4/25/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
4/25/2023,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
2/9/2023,16,7.32E-07,Soft Credit,Unrestricted,Support The River,Business Multi Channel,Unknown,1880,4151322.47,21,197682.0224
2/9/2023,16,7.32E-07,Donation,Unrestricted,Support The River,Individual Multi Channel,Unknown,1880,4151322.47,21,197682.0224
8/30/2024,15.6,7.13E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,1861,4151322.47,21,197682.0224
5/5/2024,15.49,7.08E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
4/20/2024,15.49,7.08E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
3/9/2024,15.49,7.08E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
3/8/2024,15.49,7.08E-07,Donation,Programs/Operations,2024 Match Madness,Individual Online,53704,621,63408.02,3,21136.00667
2/6/2024,15.49,7.08E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
1/18/2024,15.49,7.08E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
1/10/2024,15.49,7.08E-07,Donation,Unrestricted,Support The River,Individual Online,53704-7890,2658,4151322.47,21,197682.0224
1/7/2024,15.49,7.08E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
12/11/2023,15.49,7.08E-07,Donation,Unrestricted,Support The River,Individual Online,53548-7603,19115,4151322.47,21,197682.0224
9/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
8/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
7/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
6/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
5/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
4/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
3/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
2/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
1/20/2024,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
12/20/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
11/28/2023,15.45,7.07E-07,Donation,Programs/Operations,2023 Giving Tuesday,Individual Online,89143-4448,2703,40447.5,1,40447.5
11/20/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
11/14/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
11/12/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
11/9/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
11/5/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53704-3960,18798,4151322.47,21,197682.0224
10/20/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53718-3047,15429,4151322.47,21,197682.0224
10/10/2023,15.45,7.07E-07,Donation,Unrestricted,Support The River,Individual Online,53562-5647,13912,4151322.47,21,197682.0224
10/10/2023,15.45,7.07E-07,Recurring Donation Payment,Unrestricted,Support The River,Individual Online,53562-5325,325,4151322.47,21,197682.0224
